客户号,客户全称,开户日期,销户日期,手机,证件号码,状态,备注,地址,交易中心,客户证券现货内部资金账户,客户证券现货内部资金账户开户日期,法人,客户性质,客户类,开户操作员,销户操作员,客户反洗钱风险等级
2160280021,上海思勰投资管理有限公司,20210804,,13671852698,63159284-X,正常,,中国上海市浦东新区世纪大道1568号中建大厦6层,第三交易中心,,,,法人,4106gt__01[广东分公司-营销部-营销谢祥华-__-ctp],xyq2,,
2160280022,佛山市天泽恒源金属材料有限公司,20210806,,13702822981,MA545XM3-1,只可平仓,,中国广东省佛山市顺德区容桂红星居委会桂州大道中61号新翼银座大楼三座401之一,第三交易中心,,,陈荣,法人,4106fe__01[广东分公司-营销部-广东分营销胡照伟-__-ctp],xyq2,,
2160280023,湖南厚朴量化信息科技有限公司,20210817,,19102050136,MA4QDP6Q-8,只可平仓,,中国湖南省长沙市天心区芙蓉南路二段390号悦动商业广场A座518房,第三交易中心,,,陈长耀,法人,4106fe__01[广东分公司-营销部-广东分营销胡照伟-__-ctp],jykf02,,
2160280026,佛山市绿虔建筑工程有限公司,20210910,,18689291170,MA53RCB6-8,只可平仓,,中国广东省佛山市顺德区容桂新翼银座3座603,第三交易中心,,,黎浩贤,法人,4102Ld__01[广东分公司-居间-广东分公司居间谭永波-__-ctp],zbkfbudan,,
2160280028,深圳融健二号投资合伙企业（有限合伙）,20211101,,13929937148,MA5DA68W-1,只可平仓,,中国广东省佛山市禅城区岭南大道北121号东江国际大酒店十楼,第三交易中心,,,陈蕴苑,法人,4106Gj__01[广东分公司-营销部-广东分公司营销韦柱光-__-ctp],v6s9010002,,
2160281068,珠海格林顿资产管理有限公司,20210908,,13422299236,MA4UTKUT2,正常,,中国广东省广州市天河区花城大道68号环球都会广场1101室,第三交易中心,,,,法人,4106h4__01[广东分公司-营销部-广东分营销黄友良-__-ctp],xyq2,,
2160281088,深圳前海鲲腾私募证券基金管理有限公司,20211014,,,91320000704041011J,正常,,中国广东省深圳市福田区深南大道7006号万科富春东方大厦1909,第三交易中心,,,,法人,4106gt__01[广东分公司-营销部-营销谢祥华-__-ctp],xyq2,,
2160282105,广州开东粮油食品有限公司,20210712,,13322819120,MA9W5KUW-7,正常,,中国广东省广州市番禺区中铁诺德中心D区607,第三交易中心,,,戴志强,法人,4106h4____[广东分公司-营销部-广东分营销黄友良-__-__],xyq2,,
2160282888,广东兰欧能源有限公司,20210414,,18188807869,MA9UPGK7-5,正常,,中国广东省广州市南沙区双山大道7号2316房,第三交易中心,,,兰代杰,法人,410667____[广东分公司-营销部-广东分营销林佳桦-__-__],zbkfbudan,,
2160286688,广州方程式建筑装饰工程有限公司,20210817,,13022009899,34744391-9,只可平仓,,中国广东省广州市白云区同和白水塘南街三巷20号,第三交易中心,,,黄海峰,法人,4102E1__01[广东分公司-居间-广东居间黄凌洪-__-ctp],xyq2,,
2160287899,广东联钢薄板有限公司,20211104,,13902855178,75287185-3,正常,,中国广东省佛山市三水区乐平镇中油大道6号之二（F1、F6、F7）、之三（F2、F3、F4、F5）,第三交易中心,,,黄劲辉,法人,4106Gj____[广东分公司-营销部-广东分公司营销韦柱光-__-__],xyq2,,
2160288801,广州香元私募证券投资管理合伙企业（有限合伙）,20211013,,18688410555,91110000781703453H,正常,,中国广东省广州市番禺区大石街石北工业路210号天睿7号楼101复式自编1201,第三交易中心,,,,法人,4106h4____[广东分公司-营销部-广东分营销黄友良-__-__],xyq2,,
2160288802,广州香元私募证券投资管理合伙企业（有限合伙）,20211015,,18688410555,91110000781703453H,正常,,中国广东省广州市番禺区大石街石北工业路210号天睿7号楼101复式自编1201,第三交易中心,,,,法人,4106h4____[广东分公司-营销部-广东分营销黄友良-__-__],xyq2,,
2160288803,广州香元私募证券投资管理合伙企业（有限合伙）,20211014,,,91110000781703453H,正常,,中国广东省广州市番禺区大石街石北工业路210号天睿7号楼101复式自编1201,第三交易中心,,,,法人,4106h4____[广东分公司-营销部-广东分营销黄友良-__-__],xyq2,,
2160291001,浙江嘉鸿资产管理有限公司,20210122,,,MA2AY2N2-3,正常,,中国上海市浦东新区源深路1088号平安财富大厦西楼403室,第三交易中心,,,,法人,4206li__01[上海分公司-营销部-上海营销王洪宇-__-ctp],xsr,,
2160291002,浙江嘉鸿资产管理有限公司,20210125,,,91440300727139126J,正常,,中国上海市浦东新区源深路1088号平安银行大厦西楼403室,第三交易中心,,,,法人,4206li__01[上海分公司-营销部-上海营销王洪宇-__-ctp],xsr,,
2160291003,格林基金管理有限公司,20210325,,13811169692,MA00998M-1,正常,,中国北京市朝阳区东三环中路5号财富金融中心58层4-6单元,第三交易中心,,,,法人,4206Ai__01[上海分公司-营销部-上海营销徐晓翔-__-ctp],xsr,,
2160291005,华润元大基金管理有限公司,20210325,,,71788531-X,正常,,中国广东省深圳市前海深港合作区南山街道兴海大道3040号前海世贸金融中心二期1栋2103-2105单元,第三交易中心,,,,法人,4206Ai____[上海分公司-营销部-上海营销徐晓翔-__-__],xsr,,
2160291006,民生证券股份有限公司,20210419,,,10178144-0,正常,,中国上海市浦东新区世纪大道1168号B座2101、2104A室,第三交易中心,,,,法人,4206in____[上海分公司-营销部-上海陈祥鹍-__-__],xsr,,
2160291007,浙江嘉鸿资产管理有限公司,20210415,,,15815989-8,正常,,中国上海市浦东新区源深路1088号平安财富大厦西楼403室,第三交易中心,,,,法人,4206li__01[上海分公司-营销部-上海营销王洪宇-__-ctp],xsr,,
2160291008,浙江嘉鸿资产管理有限公司,20210416,,,15815989-8,正常,,中国上海市浦东新区源深路1088号平安财富大厦西楼403室,第三交易中心,,,,法人,4206li__01[上海分公司-营销部-上海营销王洪宇-__-ctp],jykf03,,
2160291009,浙江嘉鸿资产管理有限公司,20210419,,,15815989-8,正常,,中国上海市浦东新区源深路1088号平安财富大厦西楼403室,第三交易中心,,,,法人,4206li__01[上海分公司-营销部-上海营销王洪宇-__-ctp],xsr,,
2160291010,北京久熙资产管理有限公司,20210426,,18600290582,914403001017814402,正常,,中国北京市西城区阜外大街2号万通金融中心A座2003号,第三交易中心,,,,法人,4202id__01[上海分公司-居间-上海分居间许可-__-ctp],jykf03,,
2160291011,上海呈瑞投资管理有限公司,20210629,,18817827486,63159284-X,正常,,中国上海市浦东新区上海市浦东新区银城中路8号1006室,第三交易中心,,,,法人,4206li__01[上海分公司-营销部-上海营销王洪宇-__-ctp],shfgsgt01,,
2160350001,致相投资（平潭）有限公司,20210325,,14752693193,MA34CYCW-2,只可平仓,,中国北京市朝阳区建国门外大街19号国际大厦12层01,第三交易中心,,,郑江桥,法人,8403____01[北京长虹桥证券营业部-证券-__-__-ctp],v6s9010002,,
2160380001,西安蒙特卡罗基金管理有限公司,20210827,,18191752778,15815989-8,正常,,中国陕西省西安市浐灞生态区欧亚大道1188号,第三交易中心,,,,法人,7703____01[西安分公司（证券）-证券-__-__-ctp],ljw2,,
2160470001,深圳锦洋投资基金管理有限公司,20210722,,13609791948,91440300319360219Q,正常,,中国广东省广州市天河区兴民路222号天盈广场西塔1203,第三交易中心,,,,法人,9503____01[佛山分公司（证券）-证券-__-__-ctp],zbkfbudan,,
2160510001,南阳兴科商贸有限责任公司,20210311,,13333606168,MA47XKU5-7,正常,,中国河南省南阳市卧龙区车站南路198号卫校对面,第三交易中心,,,张延江,法人,2002h9____[郑州营业部-居间-郑州居间陈龑-__-__],zll2,,
2160510005,河南恒纯实业有限公司,20210910,,18838996770,MA45AE4J-2,正常,,中国河南省郑州市郑东新区建正东方中心C座1805,第三交易中心,,,杨晓卫,法人,20____59__[郑州营业部-__-__-11-__],zll2,,
2160510006,深圳市前海金柏利投资发展有限公司,20210609,,17638109863,913100003244445565,正常,,中国河南省郑州市金水区金水东路永和国际广场B区611,第三交易中心,,,,法人,2002av____[郑州营业部-居间-郑州居间王宁-__-__],zll2,,
2160510007,山西融秋教育发展有限公司,20211110,,13835980000,MA0MA0JM-2,只可平仓,,中国山西省运城市夏县禹王镇太三路南原特种设备厂内,第三交易中心,,,王发贵,法人,200618__01[郑州营业部-营销部-郑州营销滑昰桀-__-ctp],zll2,,
2160511111,山西龙宝科技有限公司,20210715,,19935823833,MA0LEAT2-0,正常,,中国山西省运城市盐湖区解州镇东门口外地磷路原九龙潜水电机有限公司院内,第三交易中心,,,任武贤,法人,2002Fm____[郑州营业部-居间-郑州居间李楠-__-__],zll2,,
2160516666,新疆圣鑫泰达商贸有限公司,20210423,,18963811117,06884409-0,正常,,中国新疆维吾尔自治区乌鲁木齐市经济技术开发区头屯河区铁金街119号新疆北方钢铁国际物流园8号楼5层01室,第三交易中心,,,韩彬,法人,2002dm____[郑州营业部-居间-郑州居间韩旭-__-__],zbkfbudan,,
2160530001,北京维英资本管理有限公司,20210223,,13239773676,91110000781703453H,正常,,中国北京市朝阳区建国门外郎家园10号49号楼3层320,第三交易中心,,,,法人,490632__01[机构业务五部-营销部-营销李东丰-__-ctp],jykf05,,
2160530002,上海薄发投资有限公司,20210318,,13916930537,55749851-2,正常,,中国上海市杨浦区纪念路8号1号楼305室,第三交易中心,,,,法人,490632__01[机构业务五部-营销部-营销李东丰-__-ctp],zbywjgglg,,
2160530003,北京顺天诚通商贸有限责任公司,20210329,,13911183683,73821676-4,正常,,中国北京市顺义区北务镇府前街8号,第三交易中心,,,何险峰,法人,490632____[机构业务五部-营销部-营销李东丰-__-__],v6s9010002,,
2160530005,上海富善投资有限公司,20210804,,15800652892,19223854-9,正常,,中国上海市浦东新区世纪大道1600号陆家嘴商务广场2413-2414室,第三交易中心,,,,法人,4906bx__01[机构业务五部-营销部-机构五部营销董荣强-__-ctp],jykf05,,
2160530006,上海薄发投资有限公司,20210805,,13916930537,63159284-X,正常,,中国上海市杨浦区纪念路8号1号楼305室,第三交易中心,,,,法人,4902fv__01[机构业务五部-居间-机构业务五部居间刘世敏-__-ctp],jykf05,,
2160530007,北京华电纳鑫科技有限公司,20210827,,13911183683,76754393-2,正常,,中国北京市顺义区北务镇政府街9号-789,第三交易中心,,,何险峰,法人,490632____[机构业务五部-营销部-营销李东丰-__-__],jykf05,,
2160590001,秦皇岛鹏远淀粉有限公司,20210316,,18133505888,10543849-8,正常,,中国河北省秦皇岛市昌黎县龙家店镇李念坨村西,第三交易中心,,,敬继伟,法人,5802Fz____[产业机构业务部-居间-产业机构业务部居间沈阳-__-__],jykf05,,
2160590002,洮南市新友谊粮食贸易有限公司,20210419,,15944610202,69611572-9,正常,,中国吉林省白城市洮南市安定镇友谊村,第三交易中心,,,杨锐,法人,5802Fz____[产业机构业务部-居间-产业机构业务部居间沈阳-__-__],jykf05,,
2160590003,吉林省兴农农产品加工有限公司,20210422,,18244179998,MA0Y4URX-3,正常,,中国吉林省白城市洮南市长白公路通达办事处55组,第三交易中心,,,李玉柱,法人,5802fa____[产业机构业务部-居间-产业机构业务部居间王雪玲-__-__],jykf05,,
2160620888,滨海天地（天津）投资管理有限公司,20210126,,18134112397,67944139-7,正常,,中国天津市和平区曲阜道38号人寿金融中心2605,第三交易中心,,,,法人,0806e4__01[天津营业部-营销部-天津营销高世阳-__-ctp],jykf03,,
2160627777,河北科远建烨科技有限公司,20211026,,15027562777,MA0FBY6D-8,正常,,中国河北省唐山市迁安市上庄镇平林镇村东,第三交易中心,,,董洪雪,法人,0802ie____[天津营业部-居间-天津居间张建-__-__],lyf1,,
2161020001,杭州会世资产管理有限公司,20210127,,,MA2B0TAE-8,正常,,中国上海市浦东新区南洋泾路555号星空间4号楼908室,第三交易中心,,,,法人,D106kf__01[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-__-ctp],jykf02,,
2161020002,深圳固禾私募证券基金管理有限公司,20210209,,,35914735-9,只可平仓,,中国广东省深圳市深圳市南山区粤海街道海珠社区滨海大道3099号柏宁花园2栋E-22E,第三交易中心,,,,法人,D106kf__01[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-__-ctp],v6s9010002,,
2161020003,深圳前海博普资产管理有限公司,20210210,,13828838494,192238549,正常,,中国广东省深圳市福田区香蜜湖街道侨香路恒邦置地大厦25楼2501,第三交易中心,,,,法人,D106J7__01[机构业务一部（黄长友）-营销部-机构一部（黄长友）居间唐成-__-ctp],v6s075501,,
2161020005,上海远澜信息技术有限公司,20210302,,13901706687,57584325-2,正常,,中国上海市徐汇区龙田路190号1栋5楼,第三交易中心,,,,法人,D106kf__01[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-__-ctp],zbywjgglg,,
2161020006,深圳市泰德嘉禾投资有限公司,20210305,,13316921695,30586572-6,正常,,中国广东省深圳市南山区科苑路讯美科技广场2号楼7楼712室,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],zbjgyw1gt1,,
2161020007,深圳市泰德嘉禾投资有限公司,20210318,20210824,13316921695,30586572-6,销户,,中国广东省深圳市南山区科苑路讯美科技广场2号楼7楼712室,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],v6s9010002,dhz,
2161020008,深圳含金量私募证券投资基金管理有限公司,20210401,,18682285102,35876128-5,正常,,中国广东省深圳市福田区现代国际大厦1606号,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],zbjgyw1gt1,,
2161020009,横琴均成资产管理有限公司,20210525,,13172728029,192238549,正常,,中国广东省深圳市南山区地质大学产学研基地二楼科技寺创业空间,第三交易中心,,,,法人,D102Dg__01[机构业务一部（黄长友）-居间-机构业务一部（黄长友）居间马柱波-__-ctp],v6s075501,,
2161025005,深圳前海方圆资本管理有限公司,20210922,,,192238549,正常,,中国广东省深圳市福中三路1006号诺德中心D2,第三交易中心,,,,法人,F6______01[机构业务一部（SZ）-__-__-__-ctp],jykf02,,
2161025006,深圳前海方圆资本管理有限公司,20210922,,,192238549,正常,,中国广东省深圳市深圳市福田区福中三路1006号诺德中心D2,第三交易中心,,,,法人,F6______01[机构业务一部（SZ）-__-__-__-ctp],jykf02,,
2161025008,深圳前海晟通资产管理有限公司,20211027,,,35956200-X,正常,,中国广东省深圳市南山区科苑南路3099号中国储能大厦13层A25,第三交易中心,,,,法人,91______01[深圳深南大道科技园证券营业部-__-__-__-ctp],zbjgyw1gt1,,
2161025111,广州和元达量化私募证券投资管理有限公司,20210901,,,34990902-2,正常,,中国广东省广州市天河区花城大道85号高德置地春广场A座3206A单元,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],jykf02,,
2161025666,深圳固禾私募证券基金管理有限公司,20210923,,,35914735-9,正常,,中国广东省深圳市粤海街道海珠社区滨海大道3099号柏宁花园2栋E-22E,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],zbjgyw1gt1,,
2161027777,上海也正资产管理有限公司,20210525,20210721,13858662997,91440300727139126J,销户,,中国浙江省台州市温岭市万昌中路1333号创业大厦1幢2302,第三交易中心,,,,法人,F602______[机构业务一部（SZ）-居间-__-__-__],v6s075501,dhz,
2161050001,上海量魁资产管理有限公司,20210319,,13771153691,192238549,正常,,中国上海市虹口区天潼路328号星荟中心3层160室,第三交易中心,,,,法人,D903____01[无锡分公司（证券）-证券-__-__-ctp],jykf03,,
2180040013,鹤壁市福田投资有限公司,20210901,,13193486663,75710673-9,只可平仓,,中国河南省鹤壁市淇滨区鹤煤大道143号办公楼11层1112、1113、1115室,第三交易中心,,,李轩,法人,7903____01[鹤壁淇滨大道证券营业部-证券-__-__-ctp],zbkfbudan,,
2191000001,民生期货有限公司,20210629,,,911100001000229601,正常,,中国北京市东城区建国门内大街28号民生金融中心A座19层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf02,,
2191000002,民生期货有限公司,20210720,,,10002296-0,正常,,中国北京市东城区建国门内大街28号民生金融中心A座19层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf02,,
2295,天津港保税区敦安贸易发展有限公司,,20091029,,,销户,,中国,第三交易中心,,,,法人,0801______[天津营业部-公共维护-__-__-__],,bgm,
4609,大连金特服装有限公司,,20091029,,,销户,,2003.04.04,第三交易中心,,,,法人,0101______[山西分公司-公共维护-__-__-__],,bgm,
62558,天津泉塑化工商贸有限公司,20070730,,,00000000-0,只可平仓,2007.7.30开户,天津市南开区第三大街9号银河大厦3-401,第三交易中心,,,张朝刚,法人,0801______[天津营业部-公共维护-__-__-__],,,
8119503,大同同安电线电缆有限责任公司,20080904,20180820,18636219500,81039473-4,销户,,中国山西省大同市新平旺胜北街3号,第三交易中心,,,秦泽太,法人,0106904603[山西分公司-营销部-营销一部-太原侯方团队-侯方开发],wzd2,xn1,
